phoneId,number,type,carrier
PH093372,630-555-6168,work,Sprint
PH093373,847-555-5480,mobile,Sprint
PH093374,312-555-3826,work,Sprint
PH093375,309-555-5588,mobile,US Cellular
PH093376,847-555-5650,mobile,Verizon
PH093377,309-555-5548,work,US Cellular
PH093378,309-555-4313,mobile,Sprint
PH093379,312-555-4072,mobile,Verizon
PH093380,309-555-4227,mobile,Verizon
PH093381,847-555-4112,work,Verizon
PH093382,847-555-4049,mobile,Sprint
PH093383,630-555-4770,mobile,Sprint
PH093384,630-555-9856,mobile,Sprint
PH093385,309-555-9659,work,T-Mobile
PH093386,847-555-8620,home,AT&T
PH093387,815-555-8788,mobile,Verizon
PH093388,847-555-8088,mobile,T-Mobile
PH093389,847-555-2237,mobile,AT&T
PH093390,773-555-7424,home,Sprint
PH093391,217-555-8692,work,US Cellular
PH093392,217-555-3026,mobile,Sprint
PH093393,312-555-6423,work,Verizon
PH093394,815-555-9418,work,AT&T
PH093395,217-555-1883,mobile,T-Mobile
PH093396,630-555-1516,mobile,Sprint
PH093397,630-555-7034,mobile,US Cellular
PH093398,815-555-5007,home,US Cellular
PH093399,312-555-2758,mobile,Sprint
PH093400,630-555-5116,mobile,Verizon
PH093401,773-555-4305,work,Verizon
PH093402,217-555-6144,home,AT&T
PH093403,217-555-7771,mobile,AT&T
PH093404,815-555-3353,mobile,Verizon
PH093405,847-555-2322,mobile,Sprint
PH093406,630-555-2420,home,Sprint
PH093407,815-555-5322,home,AT&T
PH093408,815-555-6599,home,US Cellular
PH093409,312-555-1080,mobile,US Cellular
PH093410,773-555-4566,work,T-Mobile
PH093411,217-555-6017,mobile,T-Mobile
PH093412,217-555-1904,home,AT&T
PH093413,309-555-7964,home,T-Mobile
PH093414,847-555-3825,home,Verizon
PH093415,847-555-8355,mobile,US Cellular
PH093416,309-555-8009,home,Sprint
PH093417,847-555-7539,mobile,US Cellular
PH093418,217-555-9969,home,AT&T
PH093419,773-555-6518,home,T-Mobile
PH093420,815-555-7240,mobile,AT&T
PH093421,773-555-4117,mobile,Verizon
PH093422,847-555-1871,mobile,Sprint
PH093423,312-555-8705,mobile,Verizon
PH093424,630-555-8420,mobile,T-Mobile
PH093425,312-555-9214,work,Sprint
PH093426,217-555-6794,home,Sprint
PH093427,312-555-5708,mobile,AT&T
PH093428,815-555-1089,work,AT&T
PH093429,630-555-2934,mobile,Sprint
PH093430,773-555-7069,mobile,T-Mobile
PH093431,312-555-4531,mobile,US Cellular
PH093432,815-555-1470,mobile,Sprint
PH093433,847-555-3255,mobile,US Cellular
PH093434,815-555-1866,mobile,AT&T
PH093435,815-555-4898,work,US Cellular
PH093436,309-555-1990,home,US Cellular
PH093437,815-555-7815,mobile,Sprint
PH093438,312-555-8896,work,Verizon
PH093439,309-555-3967,home,US Cellular
PH093440,312-555-5549,mobile,US Cellular
PH093441,312-555-1020,mobile,AT&T
PH093442,773-555-5895,mobile,Verizon
PH093443,847-555-3095,mobile,US Cellular
PH093444,312-555-9132,mobile,Verizon
PH093445,312-555-7206,mobile,T-Mobile
PH093446,312-555-7378,work,AT&T
PH093447,847-555-8747,mobile,T-Mobile
PH093448,815-555-3156,work,US Cellular
PH093449,847-555-9161,work,T-Mobile
PH093450,309-555-7571,home,Sprint
PH093451,312-555-3420,work,AT&T
PH093452,773-555-7724,mobile,AT&T
PH093453,630-555-7744,mobile,T-Mobile
PH093454,312-555-2467,mobile,AT&T
PH093455,309-555-3469,home,AT&T
PH093456,815-555-2704,mobile,Verizon
PH093457,847-555-3330,work,AT&T
PH093458,815-555-9906,work,AT&T
PH093459,773-555-8633,mobile,Sprint
PH093460,773-555-3037,mobile,Sprint
PH093461,847-555-8383,home,US Cellular
PH093462,630-555-3085,mobile,AT&T
PH093463,847-555-1717,mobile,Sprint
PH093464,217-555-8018,mobile,US Cellular
PH093465,815-555-2245,mobile,Sprint
PH093466,815-555-5599,mobile,AT&T
PH093467,217-555-8065,work,T-Mobile
PH093468,630-555-6967,mobile,T-Mobile
PH093469,312-555-3620,home,US Cellular
PH093470,773-555-9345,home,Sprint
PH093471,773-555-7844,mobile,AT&T
PH093472,815-555-7090,mobile,AT&T
PH093473,773-555-4010,home,AT&T
PH093474,217-555-2969,mobile,Sprint
PH093475,773-555-8450,work,Verizon
PH093476,312-555-7499,mobile,Verizon
PH093477,217-555-6892,mobile,T-Mobile
PH093478,312-555-1957,mobile,US Cellular
PH093479,312-555-4814,work,Sprint
PH093480,815-555-3121,work,AT&T
PH093481,309-555-9013,mobile,US Cellular
PH093482,309-555-5873,mobile,Sprint
PH093483,847-555-3871,mobile,Sprint
PH093484,312-555-7302,work,US Cellular
PH093485,815-555-4592,mobile,T-Mobile
PH093486,309-555-4555,mobile,AT&T
PH093487,312-555-1231,home,Verizon
PH093488,309-555-2880,work,Verizon
PH093489,312-555-1269,home,Sprint
PH093490,847-555-1749,mobile,Verizon
PH093491,630-555-4484,mobile,T-Mobile
PH093492,309-555-6288,home,Verizon
PH093493,312-555-5191,work,AT&T
PH093494,312-555-5813,mobile,US Cellular
PH093495,847-555-1856,home,AT&T
PH093496,312-555-6430,mobile,US Cellular
PH093497,630-555-5325,mobile,Sprint
PH093498,630-555-4397,work,AT&T
PH093499,309-555-7914,home,AT&T
PH093500,815-555-5536,work,AT&T
PH093501,847-555-5397,mobile,Sprint
PH093502,815-555-9034,mobile,AT&T
PH093503,217-555-6426,mobile,Sprint
PH093504,217-555-3312,home,US Cellular
PH093505,847-555-9173,mobile,Verizon
PH093506,309-555-3339,mobile,US Cellular
PH093507,630-555-1265,work,AT&T
PH093508,630-555-1546,mobile,Sprint
PH093509,309-555-7234,mobile,Sprint
PH093510,217-555-1092,work,Verizon
PH093511,312-555-9713,mobile,T-Mobile
PH093512,630-555-2558,mobile,Verizon
PH093513,309-555-6817,mobile,US Cellular
PH093514,217-555-6719,mobile,T-Mobile
PH093515,815-555-9667,mobile,Sprint
PH093516,847-555-9660,mobile,T-Mobile
PH093517,630-555-3565,mobile,Verizon
PH093518,309-555-9222,mobile,US Cellular
PH093519,815-555-4081,home,T-Mobile
PH093520,309-555-4604,mobile,Verizon
PH093521,309-555-7188,mobile,Verizon
PH093522,309-555-3107,home,Sprint
PH093523,312-555-6727,work,US Cellular
PH093524,309-555-5551,mobile,US Cellular
PH093525,815-555-1363,mobile,US Cellular
PH093526,312-555-2991,mobile,US Cellular
PH093527,773-555-5468,mobile,T-Mobile
PH093528,309-555-6219,home,Sprint
PH093529,309-555-1492,mobile,Verizon
PH093530,815-555-4724,mobile,US Cellular
PH093531,309-555-6530,mobile,T-Mobile
PH093532,815-555-8353,mobile,AT&T
PH093533,630-555-9305,mobile,AT&T
PH093534,630-555-3222,mobile,AT&T
PH093535,312-555-2560,mobile,Verizon
PH093536,217-555-9711,mobile,US Cellular
PH093537,773-555-8349,home,Verizon
PH093538,815-555-3096,work,AT&T
PH093539,312-555-6036,work,Verizon
PH093540,847-555-5668,work,US Cellular
PH093541,312-555-5439,mobile,US Cellular
PH093542,217-555-5038,mobile,Verizon
PH093543,309-555-1112,mobile,T-Mobile
PH093544,309-555-1848,work,T-Mobile
PH093545,630-555-2064,mobile,T-Mobile
PH093546,630-555-4962,mobile,Sprint
PH093547,773-555-3823,work,US Cellular
PH093548,309-555-5297,work,T-Mobile
PH093549,217-555-7115,mobile,Sprint
PH093550,815-555-3897,mobile,T-Mobile
PH093551,847-555-6347,mobile,T-Mobile
PH093552,217-555-2009,mobile,US Cellular
PH093553,847-555-6414,home,US Cellular
PH093554,847-555-1205,home,Sprint
PH093555,815-555-6236,home,T-Mobile
PH093556,630-555-8504,mobile,T-Mobile
PH093557,847-555-5835,mobile,AT&T
PH093558,309-555-2560,home,Sprint
PH093559,309-555-7153,mobile,US Cellular
PH093560,217-555-5108,mobile,T-Mobile
PH093561,312-555-2607,mobile,AT&T
PH093562,309-555-2348,mobile,Sprint
PH093563,847-555-4523,work,Sprint
PH093564,309-555-1808,mobile,Sprint
PH093565,847-555-3171,home,AT&T
PH093566,217-555-9676,home,US Cellular
PH093567,217-555-5289,mobile,US Cellular
PH093568,309-555-3831,mobile,Verizon
PH093569,309-555-5837,mobile,AT&T
PH093570,815-555-6966,mobile,T-Mobile
PH093571,217-555-3770,work,Sprint
PH093572,309-555-1661,mobile,T-Mobile
PH093573,630-555-8882,mobile,Verizon
PH093574,312-555-6694,mobile,Verizon
PH093575,312-555-3905,mobile,AT&T
PH093576,630-555-2654,mobile,US Cellular
PH093577,773-555-7600,mobile,Verizon
PH093578,312-555-2787,mobile,T-Mobile
PH093579,847-555-8213,work,T-Mobile
PH093580,630-555-1538,work,AT&T
PH093581,847-555-4376,mobile,AT&T
PH093582,847-555-7885,mobile,T-Mobile
PH093583,309-555-1172,mobile,Sprint
PH093584,773-555-1607,mobile,T-Mobile
PH093585,773-555-5709,home,US Cellular
PH093586,847-555-8265,work,Sprint
PH093587,847-555-7024,mobile,T-Mobile
PH093588,815-555-3356,home,Sprint
PH093589,815-555-8971,mobile,Sprint
PH093590,630-555-9645,home,Verizon
PH093591,312-555-5763,home,T-Mobile
PH093592,630-555-5950,home,Sprint
PH093593,217-555-3921,mobile,Sprint
PH093594,773-555-3564,mobile,US Cellular
PH093595,309-555-4114,mobile,T-Mobile
PH093596,815-555-4383,home,Verizon
PH093597,773-555-4097,work,AT&T
PH093598,217-555-9341,home,US Cellular
PH093599,630-555-1313,mobile,T-Mobile
PH093600,815-555-9143,mobile,T-Mobile
PH093601,773-555-2343,mobile,US Cellular
PH093602,630-555-4796,home,AT&T
PH093603,773-555-8310,home,US Cellular
PH093604,309-555-8025,mobile,AT&T
PH093605,217-555-7710,home,T-Mobile
PH093606,815-555-8968,work,Verizon
PH093607,630-555-5068,home,AT&T
PH093608,312-555-5747,mobile,T-Mobile
PH093609,309-555-1439,work,AT&T
PH093610,309-555-6945,mobile,Sprint
PH093611,773-555-9561,mobile,Sprint
PH093612,312-555-7886,mobile,Verizon
PH093613,847-555-6255,work,T-Mobile
PH093614,847-555-6768,work,AT&T
PH093615,815-555-5147,work,T-Mobile
PH093616,309-555-4949,mobile,Sprint
PH093617,217-555-4324,mobile,US Cellular
PH093618,773-555-6714,mobile,Sprint
PH093619,815-555-7485,mobile,Verizon
PH093620,217-555-9644,work,US Cellular
PH093621,847-555-4543,home,T-Mobile
PH093622,847-555-9387,home,AT&T
PH093623,773-555-7365,home,T-Mobile
PH093624,815-555-6578,mobile,T-Mobile
PH093625,773-555-3678,mobile,AT&T
PH093626,815-555-8349,work,Sprint
PH093627,309-555-9135,home,US Cellular
PH093628,217-555-2433,mobile,US Cellular
PH093629,217-555-4377,work,AT&T
PH093630,630-555-5498,home,US Cellular
PH093631,847-555-7104,work,US Cellular
PH093632,217-555-1726,mobile,Sprint
PH093633,847-555-7728,home,AT&T
PH093634,815-555-6143,mobile,AT&T
PH093635,630-555-6549,mobile,Verizon
PH093636,630-555-8969,mobile,US Cellular
PH093637,309-555-1253,work,Verizon
PH093638,815-555-2902,mobile,Sprint
PH093639,309-555-1764,mobile,AT&T
PH093640,847-555-4517,mobile,Verizon
PH093641,773-555-6983,mobile,AT&T
PH093642,773-555-8356,mobile,T-Mobile
PH093643,815-555-5710,mobile,T-Mobile
PH093644,815-555-5931,mobile,Sprint
PH093645,217-555-2052,home,Verizon
PH093646,312-555-7585,mobile,T-Mobile
PH093647,630-555-9044,work,AT&T
PH093648,309-555-5632,home,Sprint
PH093649,773-555-6626,mobile,Sprint
PH093650,217-555-5638,work,US Cellular
PH093651,217-555-6914,mobile,AT&T
PH093652,309-555-6477,mobile,Sprint
PH093653,309-555-9939,work,AT&T
PH093654,847-555-1434,work,AT&T
PH093655,630-555-5996,mobile,Sprint
PH093656,309-555-1380,mobile,US Cellular
PH093657,309-555-4344,mobile,T-Mobile
PH093658,847-555-7735,mobile,Sprint
PH093659,847-555-6565,work,Verizon
PH093660,847-555-9710,work,Verizon
PH093661,773-555-6024,mobile,US Cellular
PH093662,309-555-2521,work,US Cellular
PH093663,847-555-9749,home,AT&T
PH093664,815-555-4702,mobile,US Cellular
PH093665,630-555-1639,home,Verizon
PH093666,815-555-4300,mobile,T-Mobile
PH093667,312-555-9031,mobile,T-Mobile
PH093668,312-555-5234,mobile,Sprint
PH093669,630-555-7063,mobile,AT&T
PH093670,309-555-3936,work,Verizon
PH093671,309-555-6874,mobile,AT&T
PH093672,773-555-5751,mobile,T-Mobile
PH093673,815-555-8066,mobile,AT&T
PH093674,847-555-4007,mobile,AT&T
PH093675,312-555-3126,home,T-Mobile
PH093676,217-555-5733,work,Sprint
PH093677,847-555-2801,mobile,T-Mobile
PH093678,815-555-6074,mobile,Verizon
PH093679,217-555-4406,work,T-Mobile
PH093680,309-555-7199,home,AT&T
PH093681,773-555-7519,mobile,Verizon
PH093682,815-555-1794,mobile,T-Mobile
PH093683,815-555-4748,home,AT&T
PH093684,847-555-2143,mobile,US Cellular
PH093685,630-555-2300,mobile,AT&T
PH093686,217-555-4334,home,T-Mobile
PH093687,217-555-9602,mobile,T-Mobile
PH093688,815-555-6650,work,US Cellular
PH093689,773-555-9140,mobile,AT&T
PH093690,773-555-4355,home,Verizon
PH093691,312-555-8145,mobile,Verizon
PH093692,815-555-6625,mobile,Sprint
PH093693,847-555-8918,mobile,US Cellular
PH093694,773-555-1545,mobile,T-Mobile
PH093695,309-555-1824,mobile,Verizon
PH093696,309-555-6910,home,AT&T
PH093697,773-555-6936,work,AT&T
PH093698,309-555-3919,mobile,AT&T
PH093699,630-555-6823,mobile,T-Mobile
PH093700,773-555-8530,home,AT&T
PH093701,847-555-9308,mobile,US Cellular
PH093702,312-555-5819,mobile,AT&T
PH093703,847-555-5606,mobile,Sprint
PH093704,312-555-8976,mobile,AT&T
PH093705,217-555-7025,mobile,Sprint
PH093706,815-555-6605,mobile,Verizon
PH093707,815-555-9426,mobile,T-Mobile
PH093708,815-555-4317,mobile,Verizon
PH093709,630-555-8140,mobile,AT&T
PH093710,630-555-4044,home,Verizon
PH093711,815-555-5223,mobile,US Cellular
PH093712,630-555-8237,work,AT&T
PH093713,630-555-7150,home,Verizon
PH093714,773-555-4540,home,US Cellular
PH093715,815-555-7833,work,Sprint
PH093716,847-555-5668,mobile,AT&T
PH093717,815-555-9638,mobile,Verizon
PH093718,312-555-3034,mobile,US Cellular
PH093719,217-555-1780,mobile,T-Mobile
PH093720,773-555-2242,mobile,US Cellular
PH093721,773-555-6922,work,US Cellular
PH093722,847-555-9210,work,AT&T
PH093723,815-555-8829,mobile,T-Mobile
PH093724,630-555-2445,mobile,T-Mobile
PH093725,217-555-7981,work,Sprint
PH093726,815-555-8406,mobile,US Cellular
PH093727,815-555-4794,mobile,Sprint
PH093728,309-555-6954,mobile,T-Mobile
PH093729,312-555-5775,mobile,AT&T
PH093730,630-555-4780,home,AT&T
PH093731,815-555-6479,mobile,AT&T
PH093732,217-555-9037,work,T-Mobile
PH093733,847-555-6331,mobile,Sprint
PH093734,312-555-3255,home,Sprint
PH093735,217-555-1766,work,Sprint
PH093736,815-555-3665,work,T-Mobile
PH093737,847-555-6930,mobile,AT&T
PH093738,309-555-4664,home,AT&T
PH093739,312-555-3004,mobile,AT&T
PH093740,217-555-2175,work,AT&T
PH093741,309-555-6217,work,Verizon
PH093742,815-555-6770,mobile,Verizon
PH093743,815-555-2369,mobile,Sprint
PH093744,847-555-5963,mobile,AT&T
PH093745,630-555-6918,mobile,AT&T
PH093746,312-555-9622,mobile,US Cellular
PH093747,773-555-5004,mobile,Verizon
PH093748,630-555-7285,mobile,Sprint
PH093749,630-555-8846,mobile,AT&T
PH093750,312-555-3948,mobile,Verizon
PH093751,312-555-2434,work,US Cellular
PH093752,309-555-6833,mobile,AT&T
PH093753,630-555-9000,work,Sprint
PH093754,217-555-2842,work,T-Mobile
PH093755,217-555-9472,work,AT&T
PH093756,630-555-5710,work,AT&T
PH093757,773-555-4344,work,Sprint
PH093758,847-555-4212,mobile,US Cellular
PH093759,630-555-3993,mobile,Verizon
PH093760,217-555-7893,mobile,Sprint
PH093761,847-555-3115,mobile,Verizon
PH093762,773-555-9560,mobile,US Cellular
PH093763,773-555-9588,mobile,Verizon
PH093764,630-555-7873,work,T-Mobile
PH093765,773-555-9124,mobile,US Cellular
PH093766,773-555-2448,mobile,US Cellular
PH093767,630-555-1951,mobile,Sprint
PH093768,312-555-6458,mobile,AT&T
PH093769,309-555-8945,work,Sprint
PH093770,217-555-2472,mobile,T-Mobile
PH093771,815-555-1808,mobile,US Cellular
PH093772,847-555-6849,mobile,Verizon
PH093773,312-555-7433,mobile,Sprint
PH093774,815-555-7744,mobile,AT&T
PH093775,773-555-5935,work,Sprint
PH093776,847-555-9114,work,Verizon
PH093777,217-555-4276,mobile,T-Mobile
PH093778,630-555-2289,home,AT&T
PH093779,309-555-5578,work,Verizon
PH093780,847-555-7083,work,Verizon
PH093781,312-555-9157,home,Sprint
PH093782,847-555-9926,mobile,AT&T
PH093783,847-555-5772,mobile,US Cellular
PH093784,309-555-9533,mobile,Sprint
PH093785,847-555-1490,mobile,Verizon
PH093786,815-555-6703,work,US Cellular
PH093787,312-555-9601,work,T-Mobile
PH093788,773-555-9796,mobile,US Cellular
PH093789,217-555-5027,mobile,Sprint
PH093790,815-555-9717,mobile,T-Mobile
PH093791,312-555-2584,work,T-Mobile
PH093792,847-555-9244,home,Sprint
PH093793,217-555-3656,mobile,Verizon
PH093794,773-555-3903,mobile,T-Mobile
PH093795,773-555-7692,mobile,Sprint
PH093796,217-555-9891,mobile,Verizon
PH093797,217-555-4229,mobile,Sprint
PH093798,312-555-8085,work,Sprint
PH093799,312-555-1106,mobile,US Cellular
PH093800,309-555-8811,mobile,US Cellular
PH093801,217-555-4273,home,Sprint
PH093802,815-555-8174,work,Verizon
PH093803,309-555-9060,home,US Cellular
PH093804,309-555-3003,mobile,US Cellular
PH093805,773-555-8462,mobile,Verizon
PH093806,815-555-1944,home,AT&T
PH093807,309-555-6706,home,T-Mobile
PH093808,312-555-5555,mobile,Verizon
PH093809,312-555-7225,mobile,Verizon
PH093810,815-555-3098,mobile,AT&T
PH093811,815-555-4454,mobile,US Cellular
PH093812,312-555-3964,mobile,US Cellular
PH093813,847-555-3375,work,Verizon
PH093814,312-555-8763,mobile,US Cellular
PH093815,773-555-5276,work,AT&T
PH093816,773-555-5729,mobile,US Cellular
PH093817,630-555-2006,home,Verizon
PH093818,847-555-6516,home,Sprint
PH093819,312-555-3511,mobile,AT&T
PH093820,630-555-4715,mobile,AT&T
PH093821,773-555-1809,mobile,Sprint
PH093822,312-555-9305,home,T-Mobile
PH093823,815-555-5750,mobile,AT&T
PH093824,815-555-2580,work,AT&T
PH093825,217-555-9256,mobile,US Cellular
PH093826,630-555-3334,work,T-Mobile
PH093827,847-555-8621,work,US Cellular
PH093828,815-555-3380,mobile,Sprint
PH093829,630-555-5154,work,US Cellular
PH093830,847-555-7750,mobile,Verizon
PH093831,815-555-4284,mobile,Sprint
PH093832,815-555-7968,mobile,US Cellular
PH093833,312-555-4241,mobile,Sprint
PH093834,312-555-4725,mobile,T-Mobile
PH093835,630-555-7326,mobile,AT&T
PH093836,217-555-5597,work,Verizon
PH093837,217-555-9967,mobile,US Cellular
PH093838,773-555-5983,work,Verizon
PH093839,630-555-4286,mobile,Sprint
PH093840,217-555-5375,mobile,AT&T
PH093841,847-555-8481,home,Sprint
PH093842,815-555-9809,mobile,T-Mobile
PH093843,630-555-4645,home,Sprint
PH093844,309-555-9317,home,T-Mobile
PH093845,312-555-6604,mobile,Sprint
PH093846,630-555-5647,mobile,US Cellular
PH093847,847-555-8447,mobile,T-Mobile
PH093848,847-555-9492,work,Verizon
PH093849,309-555-1687,mobile,US Cellular
PH093850,773-555-5201,mobile,Sprint
PH093851,312-555-3711,mobile,US Cellular
PH093852,847-555-6196,home,US Cellular
PH093853,847-555-4682,mobile,Sprint
PH093854,847-555-7343,mobile,Sprint
PH093855,630-555-7541,mobile,AT&T
PH093856,312-555-7433,home,US Cellular
PH093857,773-555-7199,work,Verizon
PH093858,309-555-2144,mobile,AT&T
PH093859,630-555-7250,mobile,T-Mobile
PH093860,309-555-8811,work,Verizon
PH093861,217-555-7038,mobile,Verizon
PH093862,630-555-1055,mobile,AT&T
PH093863,630-555-1404,home,AT&T
PH093864,773-555-8117,work,Verizon
PH093865,309-555-9464,mobile,T-Mobile
PH093866,773-555-5811,home,T-Mobile
PH093867,217-555-5545,home,T-Mobile
PH093868,773-555-2064,mobile,Sprint
PH093869,847-555-3905,mobile,T-Mobile
PH093870,217-555-6186,mobile,US Cellular
PH093871,217-555-6692,home,AT&T
PH093872,847-555-2891,mobile,AT&T
PH093873,847-555-5664,mobile,US Cellular
PH093874,312-555-2658,mobile,AT&T
PH093875,847-555-9993,home,T-Mobile
PH093876,815-555-1004,mobile,US Cellular
PH093877,815-555-4744,mobile,Sprint
PH093878,217-555-1482,mobile,AT&T
PH093879,773-555-6470,work,Verizon
PH093880,773-555-8256,work,AT&T
PH093881,847-555-7826,mobile,Verizon
PH093882,312-555-4270,home,AT&T
PH093883,773-555-7614,mobile,Sprint
PH093884,815-555-6875,mobile,US Cellular
PH093885,309-555-3941,mobile,Sprint
PH093886,309-555-1144,home,US Cellular
PH093887,312-555-7505,mobile,US Cellular
PH093888,847-555-4751,mobile,US Cellular
PH093889,815-555-9296,mobile,Sprint
PH093890,847-555-3784,mobile,Sprint
PH093891,847-555-3737,mobile,AT&T
PH093892,217-555-6851,work,Sprint
PH093893,217-555-8412,work,T-Mobile
PH093894,773-555-9413,work,Sprint
PH093895,815-555-1245,home,US Cellular
PH093896,217-555-9457,mobile,AT&T
PH093897,630-555-7994,home,Verizon
PH093898,217-555-2983,home,Verizon
PH093899,630-555-6818,mobile,AT&T
PH093900,773-555-2676,mobile,US Cellular
PH093901,217-555-2798,mobile,Sprint
PH093902,630-555-8554,home,T-Mobile
PH093903,847-555-6014,home,AT&T
PH093904,847-555-7244,home,Verizon
