person1Ssn,person2Ssn,type,since
736-62-4578,701-18-3136,undisclosed,2019-05-22
147-41-8945,706-49-4203,undisclosed,2019-12-04
142-54-4983,178-77-1327,undisclosed,2020-02-12
169-22-9157,306-91-2082,undisclosed,2020-07-15
125-47-1470,367-34-7655,undisclosed,2018-01-16
650-56-3610,857-98-2494,undisclosed,2019-05-12
367-87-9356,292-48-1917,undisclosed,2020-12-20
993-10-4043,478-89-4960,undisclosed,2018-04-29
928-14-3081,455-97-2758,undisclosed,2019-07-13
371-23-9338,758-64-1327,undisclosed,2021-05-10
832-99-4424,109-54-1581,undisclosed,2018-04-17
340-78-3476,923-33-9521,undisclosed,2021-11-22
256-56-5217,772-68-7163,undisclosed,2018-11-10
170-90-7529,132-42-8820,undisclosed,2020-03-28
460-97-3432,410-94-4857,undisclosed,2018-06-13
240-72-9322,635-17-1656,undisclosed,2018-12-08
607-43-5053,324-20-1808,undisclosed,2021-06-21
489-20-1152,120-66-4108,undisclosed,2020-12-16
568-38-9916,570-64-2123,undisclosed,2020-06-25
564-24-3299,377-47-1767,undisclosed,2021-01-02
608-14-2015,393-46-9792,undisclosed,2021-01-17
977-80-1621,389-95-4967,undisclosed,2020-12-18
820-96-3140,324-75-3504,undisclosed,2020-02-09
318-38-4824,662-51-6112,undisclosed,2021-08-07
812-19-1645,955-62-1987,undisclosed,2022-12-19
284-23-5056,635-83-1130,undisclosed,2018-09-06
934-72-6668,917-12-7149,undisclosed,2020-10-31
620-23-7279,165-51-6540,undisclosed,2022-02-19
700-97-9904,375-65-9291,undisclosed,2020-02-16
502-78-5650,888-32-3529,undisclosed,2021-10-01
705-33-6470,121-95-7656,undisclosed,2020-12-02
357-88-2246,520-95-5892,undisclosed,2020-01-01
506-77-2953,548-80-8767,undisclosed,2021-01-27
113-91-9616,916-83-7041,undisclosed,2020-07-27
802-27-9120,382-25-8476,undisclosed,2020-02-14
678-48-4414,127-41-1108,undisclosed,2020-10-20
121-47-7083,268-76-1253,undisclosed,2018-02-19
171-50-7205,489-74-7096,undisclosed,2020-09-21
847-64-1135,915-46-3034,undisclosed,2018-09-17
780-94-9041,671-84-5339,undisclosed,2019-10-22
467-43-2214,189-59-8158,undisclosed,2020-12-05
150-70-6538,467-63-4153,undisclosed,2018-02-01
621-79-8029,735-58-4137,undisclosed,2021-11-28
269-55-2520,796-69-8393,undisclosed,2018-06-02
715-16-3460,556-67-6890,undisclosed,2020-08-07
682-66-3276,725-16-8785,undisclosed,2020-10-11
180-25-5068,985-88-1177,undisclosed,2018-01-18
467-78-6143,591-64-2063,undisclosed,2019-01-25
339-90-9449,887-83-8157,undisclosed,2018-02-14
480-85-9267,186-83-2442,undisclosed,2019-12-05
463-79-5664,141-69-7127,undisclosed,2019-12-21
138-45-5578,236-87-1456,undisclosed,2022-06-16
434-18-2352,309-52-6287,undisclosed,2019-11-07
577-45-3646,604-64-9401,undisclosed,2022-04-19
408-37-3060,134-41-8520,undisclosed,2022-03-26
884-66-7457,396-39-7674,undisclosed,2021-02-05
387-76-4832,891-23-6325,undisclosed,2020-09-14
590-26-6456,951-14-3054,undisclosed,2018-03-24
259-53-1389,739-12-3983,undisclosed,2021-05-07
621-57-7209,624-13-8893,undisclosed,2019-08-02
213-91-8679,550-51-3956,undisclosed,2022-01-02
600-78-3059,743-85-7422,undisclosed,2021-04-05
892-16-1191,290-98-7378,undisclosed,2022-08-18
610-68-2140,404-45-7062,undisclosed,2021-06-30
484-14-7204,740-76-2016,undisclosed,2018-12-14
130-49-8032,811-73-1265,undisclosed,2019-08-29
762-59-8884,335-10-9363,undisclosed,2020-11-06
208-82-2745,960-60-8889,undisclosed,2022-04-08
550-79-8650,842-39-9319,undisclosed,2021-02-23
586-37-1794,556-44-1981,undisclosed,2021-05-18
881-81-1898,197-58-7909,undisclosed,2018-09-05
804-87-4961,108-21-1482,undisclosed,2019-06-10
655-29-4827,451-33-1365,undisclosed,2019-02-13
843-31-6944,445-42-4452,undisclosed,2022-08-16
644-70-1536,807-65-1914,undisclosed,2022-07-18
952-30-7750,343-76-4955,undisclosed,2019-05-03
638-73-5963,605-92-2059,undisclosed,2020-12-03
967-85-1521,183-26-1353,undisclosed,2020-02-07
686-14-2545,368-35-4650,undisclosed,2021-04-01
899-66-5467,127-17-3409,undisclosed,2020-12-20
405-77-5215,652-20-3142,undisclosed,2019-02-02
785-38-1496,103-46-7832,undisclosed,2021-03-14
588-25-5546,810-15-3949,undisclosed,2020-01-14
185-19-2872,187-97-5794,undisclosed,2021-05-28
141-77-1975,925-22-1380,undisclosed,2018-07-13
262-87-6432,751-64-4547,undisclosed,2022-07-23
703-88-1222,202-88-9696,undisclosed,2022-02-21
329-58-7874,317-25-8767,undisclosed,2021-10-16
738-57-6703,936-56-3100,undisclosed,2021-09-06
330-25-2299,220-98-2718,undisclosed,2019-01-30
197-61-2070,993-98-6611,undisclosed,2018-03-09
243-81-3076,666-15-5201,undisclosed,2019-09-15
838-90-1526,235-30-5894,undisclosed,2020-10-31
657-70-1287,941-57-3881,undisclosed,2018-02-17
794-31-2009,850-94-6063,undisclosed,2018-06-22
876-58-9540,567-11-1450,undisclosed,2021-03-30
747-59-6971,787-66-4601,undisclosed,2022-03-29
991-83-5896,799-63-6122,undisclosed,2020-12-04
228-38-5204,792-83-9749,undisclosed,2019-10-18
205-44-5226,341-46-5677,undisclosed,2018-03-06
476-89-8024,495-32-4957,undisclosed,2019-09-09
599-77-8218,391-84-9169,undisclosed,2022-12-15
839-67-7961,136-82-5157,undisclosed,2019-11-19
993-74-5640,163-50-8349,undisclosed,2019-10-16
764-94-4873,590-20-4271,undisclosed,2018-02-09
686-52-3296,792-26-2725,undisclosed,2019-08-07
283-42-7299,151-18-5983,undisclosed,2020-11-24
765-62-7195,984-52-5579,undisclosed,2019-02-22
483-13-8008,325-93-4850,undisclosed,2019-11-23
751-46-2983,697-10-9868,undisclosed,2018-04-18
449-44-8277,809-78-8555,undisclosed,2019-05-24
105-78-2669,381-77-9843,undisclosed,2018-02-14
755-28-7626,682-37-3409,undisclosed,2018-03-14
133-29-1599,818-15-7541,undisclosed,2022-11-06
504-18-9344,844-30-6499,undisclosed,2022-02-23
234-87-8659,758-58-7758,undisclosed,2021-12-30
562-37-1895,373-48-2796,undisclosed,2021-04-23
649-12-5873,976-54-7715,undisclosed,2021-09-03
787-83-5663,606-30-5698,undisclosed,2022-08-15
606-58-5490,987-82-5639,undisclosed,2019-12-15
265-81-1143,682-69-5763,undisclosed,2018-01-27
410-69-9267,892-13-9034,undisclosed,2020-12-25
855-21-8160,392-43-5513,undisclosed,2020-02-05
451-30-6620,706-46-7549,undisclosed,2019-02-17
695-71-1580,515-63-3667,undisclosed,2022-10-20
208-51-4658,245-75-6658,undisclosed,2022-08-28
860-57-1147,653-61-1786,undisclosed,2021-03-09
950-15-6995,699-77-4782,undisclosed,2018-12-16
367-59-5531,398-28-8275,undisclosed,2018-03-06
974-79-7416,839-36-2503,undisclosed,2022-08-25
394-84-7918,583-74-3067,undisclosed,2018-07-12
148-27-6421,635-40-4999,undisclosed,2018-06-22
253-47-2763,938-16-7104,undisclosed,2022-12-31
557-28-6478,560-57-9601,undisclosed,2020-05-08
628-27-1866,951-94-4766,undisclosed,2021-10-15
906-19-3948,723-53-4650,undisclosed,2022-10-09
659-73-5353,977-77-3859,undisclosed,2019-07-06
599-30-6973,378-89-5883,undisclosed,2022-11-05
787-74-3281,465-19-5593,undisclosed,2019-06-10
410-23-8604,127-16-1822,undisclosed,2019-04-14
854-54-4348,607-64-6028,undisclosed,2019-12-06
653-38-6559,917-60-4734,undisclosed,2022-09-27
281-28-7737,631-23-3332,undisclosed,2021-01-20
401-27-3577,347-59-2939,undisclosed,2019-01-20
242-30-1270,310-52-8272,undisclosed,2022-01-14
263-91-5994,270-52-3525,undisclosed,2021-04-17
991-60-1230,797-82-6260,undisclosed,2020-12-31
241-31-9698,365-54-4078,undisclosed,2020-10-20
343-61-1281,919-76-2937,undisclosed,2019-03-24
868-61-6033,711-20-6693,undisclosed,2020-03-20
456-38-9311,192-53-5892,undisclosed,2022-12-16
856-22-5448,391-77-8028,undisclosed,2018-01-17
795-80-4839,456-45-8904,undisclosed,2018-07-22
135-51-1899,830-75-6150,undisclosed,2018-11-12
128-78-2141,119-68-6736,undisclosed,2019-05-03
326-40-7770,509-70-5669,undisclosed,2020-03-26
746-73-3488,958-30-6743,undisclosed,2018-07-25
840-12-9856,918-45-5526,undisclosed,2019-12-26
563-10-5747,173-79-3920,undisclosed,2019-03-21
991-18-1317,956-73-4127,undisclosed,2020-02-08
512-16-1921,794-14-1456,undisclosed,2022-06-09
418-57-5446,639-48-4381,undisclosed,2022-11-10
940-50-5315,250-20-8367,undisclosed,2022-03-04
276-87-9274,620-94-7892,undisclosed,2021-11-18
832-57-9134,521-56-2456,undisclosed,2019-01-18
653-73-9122,389-51-7982,undisclosed,2018-06-24
334-78-1359,138-57-9768,undisclosed,2018-08-16
386-47-6024,809-82-3006,undisclosed,2019-06-18
318-31-2641,484-38-8718,undisclosed,2022-11-17
830-80-3748,713-88-1530,undisclosed,2021-07-07
798-84-5964,409-69-7878,undisclosed,2021-07-30
189-86-7141,918-12-4855,undisclosed,2018-12-31
220-91-9166,612-84-1398,undisclosed,2021-07-30
815-50-9930,355-76-1282,undisclosed,2020-10-27
286-42-8608,617-64-6372,undisclosed,2019-09-29
252-91-3889,810-79-5085,undisclosed,2019-04-19
823-74-2130,114-74-5264,undisclosed,2022-04-15
660-21-5831,742-47-5510,undisclosed,2020-08-03
207-61-3849,652-56-9227,undisclosed,2021-04-16
520-42-4306,138-51-9012,undisclosed,2019-05-15
693-38-9655,643-75-4751,undisclosed,2019-10-11
867-32-6246,802-95-5975,undisclosed,2021-02-10
782-52-7099,772-26-6662,undisclosed,2022-12-30
321-10-1830,210-23-2076,undisclosed,2022-05-26
827-76-3598,384-14-8499,undisclosed,2020-02-01
415-35-1361,431-25-6794,undisclosed,2022-09-02
491-25-4809,623-14-4837,undisclosed,2020-06-09
647-70-1684,423-20-3242,undisclosed,2022-04-26
314-59-4475,223-46-6346,undisclosed,2020-12-08
321-14-9643,991-34-4998,undisclosed,2021-09-29
320-35-1970,231-25-7534,undisclosed,2020-03-03
525-26-5617,412-85-6339,undisclosed,2018-01-14
968-95-8591,291-48-6537,undisclosed,2018-09-16
218-44-5174,713-28-1272,undisclosed,2021-12-15
384-25-6785,123-75-6940,undisclosed,2018-04-01
811-53-6059,599-86-6444,undisclosed,2019-11-08
422-16-4301,559-75-6825,undisclosed,2019-06-20
178-29-2961,690-16-7661,undisclosed,2022-05-25
630-13-5379,385-98-3878,undisclosed,2022-05-17
322-40-3827,514-19-3243,undisclosed,2022-07-05
838-56-7133,355-67-8607,undisclosed,2022-02-21
909-36-3071,232-35-5354,undisclosed,2020-03-28
969-89-9896,983-63-5856,undisclosed,2020-05-12
989-16-5532,639-55-7978,undisclosed,2022-06-27
110-33-4579,492-34-7878,undisclosed,2021-03-03
313-54-4469,568-42-8520,undisclosed,2020-10-12
674-24-2562,127-60-5573,undisclosed,2021-02-02
818-23-2064,990-72-1334,undisclosed,2019-04-02
108-57-5159,808-32-5403,undisclosed,2019-09-21
300-38-7140,424-48-4397,undisclosed,2019-10-12
395-76-3214,585-11-5462,undisclosed,2022-12-03
787-51-5294,928-92-5857,undisclosed,2019-07-10
640-49-1694,594-64-5987,undisclosed,2022-03-17
351-27-3983,985-56-2095,undisclosed,2019-07-19
908-84-6041,744-61-7481,undisclosed,2021-04-05
754-16-8436,724-96-7668,undisclosed,2021-04-17
426-65-1260,847-85-2350,undisclosed,2018-05-13
753-77-2261,779-33-5432,undisclosed,2022-07-03
825-81-3536,646-15-7280,undisclosed,2021-04-13
949-76-4106,692-71-5999,undisclosed,2018-08-16
461-93-9606,402-95-4736,undisclosed,2018-12-27
301-26-9910,777-23-5121,undisclosed,2018-01-30
279-42-6712,675-88-8886,undisclosed,2020-09-20
363-58-7118,712-80-3086,undisclosed,2022-12-16
270-74-4509,541-47-3436,undisclosed,2019-03-12
457-25-2936,745-29-9038,undisclosed,2021-01-22
129-15-9148,793-55-3299,undisclosed,2022-05-31
793-11-6694,296-97-7509,undisclosed,2018-01-04
822-97-4809,907-24-9493,undisclosed,2018-01-17
154-88-6940,319-91-6017,undisclosed,2019-03-17
272-59-3666,435-73-7477,undisclosed,2018-12-20
255-33-8516,405-77-8603,undisclosed,2018-09-12
555-66-4282,786-25-1628,undisclosed,2019-06-23
978-90-6984,301-99-9059,undisclosed,2018-01-17
471-26-7150,799-22-4888,undisclosed,2020-08-18
855-57-8192,924-17-5999,undisclosed,2021-10-18
249-26-8035,359-77-4753,undisclosed,2021-05-12
277-29-4830,457-94-9348,undisclosed,2019-07-01
623-25-3880,381-67-5219,undisclosed,2019-03-06
153-25-3059,309-63-1257,undisclosed,2018-01-25
496-15-7964,750-56-7611,undisclosed,2019-09-14
329-73-9040,249-16-8367,undisclosed,2020-09-09
184-90-4341,914-27-5258,undisclosed,2022-09-22
478-55-5904,338-74-9827,undisclosed,2022-09-04
433-87-2120,584-24-1374,undisclosed,2022-08-05
488-43-4339,985-33-5219,undisclosed,2020-12-29
298-72-3593,712-55-2546,undisclosed,2022-12-04
615-24-5378,192-36-4106,undisclosed,2019-07-17
217-68-8317,669-24-9978,undisclosed,2020-11-23
763-35-7591,241-29-3356,undisclosed,2021-06-16
119-62-1083,312-64-9565,undisclosed,2018-12-24
746-49-9649,863-71-3552,undisclosed,2021-09-15
576-45-9513,381-54-3151,undisclosed,2020-10-29
139-60-1920,580-68-4633,undisclosed,2021-01-07
869-95-4810,129-53-4015,undisclosed,2021-05-24
682-24-2830,174-72-1483,undisclosed,2022-04-05
402-62-5495,252-50-9288,undisclosed,2020-01-01
733-78-2795,879-84-1987,undisclosed,2021-10-13
784-18-8037,402-32-4345,undisclosed,2018-02-04
959-56-8430,552-51-7492,undisclosed,2021-02-26
448-21-7306,479-56-4647,undisclosed,2018-03-29
180-65-8026,550-55-7925,undisclosed,2019-10-11
374-80-2833,357-31-8693,undisclosed,2020-12-04
186-74-1344,359-37-3238,undisclosed,2020-12-05
987-22-3724,489-62-3073,undisclosed,2021-05-02
245-17-2261,475-35-9750,undisclosed,2022-01-08
957-91-1455,462-99-4738,undisclosed,2019-08-18
745-50-7096,978-76-8628,undisclosed,2020-06-12
249-49-1492,622-38-2761,undisclosed,2022-01-11
674-63-8913,707-54-1121,undisclosed,2018-11-01
490-24-4734,696-43-7199,undisclosed,2021-03-25
303-55-7967,579-50-7306,undisclosed,2019-07-13
901-61-5880,976-34-8334,undisclosed,2021-09-14
282-83-2425,878-56-8719,undisclosed,2021-07-05
501-20-6678,650-99-2214,undisclosed,2021-03-30
250-42-7257,438-34-7020,undisclosed,2018-11-18
191-25-3283,832-85-5189,undisclosed,2019-03-15
104-62-4864,305-16-3263,undisclosed,2020-11-29
991-60-6635,799-84-4390,undisclosed,2020-03-22
828-66-9172,241-85-9223,undisclosed,2019-06-16
357-79-6238,268-91-2019,undisclosed,2020-02-29
409-42-8835,186-39-7959,undisclosed,2018-09-21
363-62-9239,599-67-5025,undisclosed,2019-01-05
545-85-4328,952-88-4512,undisclosed,2022-08-30
631-56-4324,671-57-7410,undisclosed,2019-11-03
725-97-2626,407-20-1496,undisclosed,2018-10-25
600-78-3762,634-10-1443,undisclosed,2020-11-12
277-27-3604,353-11-8123,undisclosed,2020-08-09
659-16-1265,693-63-7461,undisclosed,2020-09-24
733-66-7836,903-29-8141,undisclosed,2019-06-24
779-70-7715,546-75-8265,undisclosed,2019-06-14
512-42-4966,118-15-4482,undisclosed,2019-05-18
220-81-2288,527-19-5820,undisclosed,2019-12-26
732-86-2286,676-68-6225,undisclosed,2021-05-19
283-42-6993,978-95-8681,undisclosed,2020-12-08
810-92-7077,399-43-5173,undisclosed,2018-01-29
270-27-8519,436-10-8823,undisclosed,2020-10-06
996-50-2444,526-62-7880,undisclosed,2018-06-05
893-61-6702,924-60-5989,undisclosed,2019-10-11
980-39-2708,248-15-3711,undisclosed,2022-01-30
167-17-8919,583-59-4048,undisclosed,2019-03-03
637-19-4256,497-43-7613,undisclosed,2019-05-15
140-85-8240,403-14-1036,undisclosed,2021-04-13
341-73-9765,239-56-1107,undisclosed,2018-03-06
400-56-4297,605-44-8107,undisclosed,2019-04-29
313-85-4114,167-61-9711,undisclosed,2018-12-14
996-10-8719,904-25-3490,undisclosed,2022-03-14
425-76-6143,671-76-8778,undisclosed,2021-11-12
504-99-5536,171-46-2933,undisclosed,2022-05-29
877-43-7956,508-63-3608,undisclosed,2018-06-21
261-45-9835,634-42-8472,undisclosed,2019-04-14
678-29-4036,355-28-8625,undisclosed,2018-06-30
456-72-5477,134-63-7163,undisclosed,2018-08-25
211-97-4356,605-76-4942,undisclosed,2022-01-22
628-93-5398,768-60-8674,undisclosed,2018-10-03
388-84-2985,384-10-3024,undisclosed,2021-03-24
183-54-1173,448-69-2374,undisclosed,2022-09-25
915-28-8482,934-12-1828,undisclosed,2022-10-22
335-18-3007,116-23-4146,undisclosed,2018-12-30
343-72-5933,662-68-7586,undisclosed,2022-05-01
262-62-9753,153-76-7986,undisclosed,2019-05-27
305-18-2586,358-43-3318,undisclosed,2020-11-24
687-30-8329,866-90-1431,undisclosed,2019-03-06
289-77-1672,401-14-8466,undisclosed,2018-05-22
889-73-7910,680-40-7354,undisclosed,2021-09-26
872-68-3525,978-39-6236,undisclosed,2018-02-19
993-95-3229,633-76-4161,undisclosed,2018-06-11
951-71-5464,398-16-4576,undisclosed,2020-08-13
179-53-3811,800-75-6330,undisclosed,2021-11-27
998-24-5538,190-66-1854,undisclosed,2018-05-11
128-54-8818,491-99-6990,undisclosed,2021-08-02
677-52-9224,533-77-4635,undisclosed,2019-09-07
900-79-9025,210-18-9329,undisclosed,2019-08-26
598-25-7844,556-40-4362,undisclosed,2019-07-21
238-44-5076,630-10-6972,undisclosed,2022-01-07
839-84-7705,668-77-1581,undisclosed,2020-07-16
426-44-4325,814-53-8519,undisclosed,2021-07-06
457-91-3615,398-64-1806,undisclosed,2018-10-31
259-63-7202,998-72-1943,undisclosed,2022-01-16
126-34-2014,719-89-3467,undisclosed,2019-02-21
913-27-8651,242-14-7821,undisclosed,2019-07-16
142-37-5977,641-26-2332,undisclosed,2019-04-04
743-46-7326,256-81-1973,undisclosed,2019-10-09
402-92-1565,267-22-6732,undisclosed,2020-10-07
703-57-1741,268-47-5968,undisclosed,2020-11-27
838-29-3748,972-91-9251,undisclosed,2022-08-21
315-37-2674,108-20-3110,undisclosed,2020-05-22
125-60-9170,846-69-4889,undisclosed,2020-04-21
160-75-7829,418-35-7363,undisclosed,2018-07-30
720-71-1187,981-92-9823,undisclosed,2018-11-04
925-66-7424,921-95-9710,undisclosed,2021-05-13
401-83-9279,101-72-8233,undisclosed,2021-07-05
406-36-2496,370-79-7082,undisclosed,2022-04-21
460-21-3615,743-50-4433,undisclosed,2018-12-23
789-74-3504,763-99-7147,undisclosed,2019-03-21
166-33-8903,264-89-2917,undisclosed,2018-05-03
227-67-7128,944-73-2057,undisclosed,2019-05-09
929-71-5207,897-50-9102,undisclosed,2018-02-26
967-88-2437,179-60-8209,undisclosed,2020-09-30
126-27-2940,225-78-9956,undisclosed,2019-06-06
514-59-9822,229-67-6207,undisclosed,2022-10-29
490-37-3950,472-43-3199,undisclosed,2019-06-19
436-54-9774,806-16-4679,undisclosed,2020-08-07
643-78-8710,672-49-9672,undisclosed,2019-06-29
404-12-6673,917-82-6321,undisclosed,2018-01-02
580-53-3681,666-85-6777,undisclosed,2019-05-15
997-31-6591,207-85-8371,undisclosed,2018-07-22
451-79-4704,251-95-4922,undisclosed,2022-07-12
230-17-6008,959-43-8061,undisclosed,2022-04-05
970-88-3554,161-11-4382,undisclosed,2022-03-12
569-52-3193,794-49-8326,undisclosed,2019-01-25
718-40-7193,654-54-7108,undisclosed,2021-05-09
682-59-2622,674-47-8630,undisclosed,2018-09-02
181-65-6676,862-42-1377,undisclosed,2018-08-09
275-23-8061,590-47-3727,undisclosed,2019-04-24
991-55-9802,643-63-6115,undisclosed,2022-06-27
403-66-8265,825-95-9436,undisclosed,2022-07-03
584-46-6842,832-94-2601,undisclosed,2018-08-29
201-42-4006,313-84-4675,undisclosed,2019-02-18
178-72-5294,558-55-7497,undisclosed,2022-09-04
237-77-5295,406-11-4584,undisclosed,2020-02-18
957-75-4702,143-57-8114,undisclosed,2021-01-18
899-68-4486,522-59-7429,undisclosed,2022-04-15
870-89-5984,155-77-2826,undisclosed,2021-11-15
499-26-2208,386-39-4400,undisclosed,2019-03-23
317-95-7944,198-31-9594,undisclosed,2022-07-10
553-82-3670,574-47-5682,undisclosed,2022-04-26
767-88-7849,380-88-9981,undisclosed,2022-05-25
963-56-1196,897-71-3438,undisclosed,2022-08-12
131-16-7076,915-12-2912,undisclosed,2021-02-24
937-49-5084,104-19-7374,undisclosed,2018-09-17
646-54-6739,564-39-8840,undisclosed,2020-12-12
294-70-5234,187-44-7846,undisclosed,2022-10-09
606-23-6307,202-86-9198,undisclosed,2019-09-05
177-81-5047,447-70-9889,undisclosed,2018-06-23
957-54-7128,176-36-9552,undisclosed,2018-03-23
151-24-4544,509-40-9183,undisclosed,2022-09-09
643-74-1026,263-77-4139,undisclosed,2022-02-14
816-59-9261,609-28-7991,undisclosed,2022-02-12
990-74-8974,869-26-6731,undisclosed,2019-04-05
388-95-7107,634-68-5496,undisclosed,2022-02-20
125-67-5499,760-79-5591,undisclosed,2018-02-27
285-27-8098,952-28-3320,undisclosed,2019-02-27
121-82-8598,291-90-2910,undisclosed,2020-07-19
670-67-2621,552-17-6776,undisclosed,2018-02-06
615-22-2420,978-12-5556,undisclosed,2019-07-16
175-33-9338,968-19-4283,undisclosed,2018-04-14
447-88-6491,809-38-5939,undisclosed,2022-05-28
853-59-6709,392-89-3947,undisclosed,2018-06-16
544-14-5662,955-51-3133,undisclosed,2022-12-07
948-37-5499,802-76-5288,undisclosed,2021-01-31
313-90-5114,345-28-7543,undisclosed,2020-05-05
121-81-3095,168-26-5415,undisclosed,2021-03-09
992-41-4750,578-34-9463,undisclosed,2020-12-02
417-70-1226,630-53-1868,undisclosed,2020-08-30
160-80-4144,987-55-9399,undisclosed,2018-06-13
635-75-1042,216-47-1037,undisclosed,2022-03-03
795-38-4115,747-43-5609,undisclosed,2019-05-26
281-96-7168,753-87-8760,undisclosed,2019-04-15
310-70-7639,632-91-1069,undisclosed,2018-11-09
723-16-8639,387-92-4047,undisclosed,2022-03-20
